title,text,llm_justification,Monetary_Financial,Inflation_Prices,Real_Economic_Activity,Labor_Consumption,Fiscal_Government,External_Sector
"Vending machine push pays off for food micro-entrepreneurs, says Economy Minister","He also said that, despite calls to investigate the initiative over corruption complaints, the ministry’s main focus is to ensure the initiative benefits the asnaf and raises their incomes.",This describes a micro-level social initiative irrelevant to systemic macroeconomic aggregates.,0.0,0.0,0.0,0.0,0.0,0.0
"Vending machine push pays off for food micro-entrepreneurs, says Economy Minister","Akmal Nasrullah was referring to statements by politicians who demanded an audit into its effectiveness, questioned whether the machines were wasteful, and called for scrutiny over whether purchasing costs had been excessively marked up.",The text describes isolated micro-level procurement scrutiny without systemic macro implications.,0.0,0.0,0.0,0.0,0.0,0.0
"Vending machine push pays off for food micro-entrepreneurs, says Economy Minister",Former economy minister Rafizi Ramli had defended the programme as a sustainable poverty-alleviation model for the lower-income group.,Statement defends a micro-targeted social program without indicating any directional macro shift.,0.0,0.0,0.0,0.0,0.0,0.0
"Vending machine push pays off for food micro-entrepreneurs, says Economy Minister","Earlier in his speech to recipients at the event, Akmal Nasrullah said his personal checks on vending machines at the Sungai Petani train station and a teachers’ college in Johor showed that the meal-serving machines were popular.","The statement describes an isolated micro-level anecdote about vending machines, lacking any systemic macroeconomic signal.",0.0,0.0,0.0,0.0,0.0,0.0
"Vending machine push pays off for food micro-entrepreneurs, says Economy Minister","Religious Affairs Minister Zulkifli said the vending machines not only help these micro food entrepreneurs but also benefit consumers, who can purchase fresh, tasty food at reasonable prices in a convenient way.",Describes isolated micro-commercial activity with no systemic macro linkages.,0.0,0.0,0.0,0.0,0.0,0.0
Ringgit closes mostly higher against major currencies on strong GDP data,"KUALA LUMPUR: The ringgit closed mostly higher against major currencies after Bank Negara Malaysia announced that Malaysia’s economy expanded by 5.4 per cent in the first quarter of 2026 (1Q 2026), exceeding the advance estimate of 5.3 per cent, driven by robust domestic demand, investment activities and exports.",Strong GDP growth above forecast driven by domestic demand exports and investment signals broad economic expansion and currency strength.,0.0,0.0,1.0,1.0,0.0,1.0
Ringgit closes mostly higher against major currencies on strong GDP data,"However, the local note was lower against the US dollar today amid continued support for the greenback on expectations that the US Federal Reserve (Fed) would maintain its restrictive monetary stance.",Currency depreciation against the dollar due to foreign monetary tightening worsens the external trade balance and import costs.,0.0,0.0,0.0,0.0,0.0,2.0
Ringgit closes mostly higher against major currencies on strong GDP data,"At 6 pm, the ringgit depreciated to 3.9515/9580 against the greenback from 3.9300/9330 at Thursday’s close.",Currency depreciation directly signals external balance deterioration and imported price pressure.,0.0,0.0,0.0,0.0,0.0,2.0
Ringgit closes mostly higher against major currencies on strong GDP data,"Earlier today, BNM reported that Malaysia’s economy expanded by 5.4 per cent, with household spending remaining resilient amid favourable labour market conditions and continued policy support, while investment activity was sustained by machinery and equipment spending, structures investment and the implementation of multi-year projects.",Robust GDP expansion with resilient household spending and sustained investment signifies strong aggregate economic and labor momentum.,0.0,0.0,1.0,1.0,0.0,0.0
Ringgit closes mostly higher against major currencies on strong GDP data,"The central bank said private consumption expanded by 4.7 per cent in 1Q 2026, while private investment grew 7.8 per cent.",Strong growth in private consumption and investment indicates expansionary demand and economic momentum.,0.0,0.0,1.0,1.0,0.0,0.0
Ringgit closes mostly higher against major currencies on strong GDP data,Net exports surged 13.5 per cent amid steady export growth and a faster moderation in imports.,Surge in net exports directly expands aggregate demand and strengthens the trade balance.,0.0,0.0,1.0,0.0,0.0,1.0
Ringgit closes mostly higher against major currencies on strong GDP data,"Bank Muamalat Malaysia Bhd chief economist Dr Mohd Afzanizam Abdul Rashid said strong US retail sales growth of 4.9 per cent year-on-year in April suggests that the Fed is likely to maintain its restrictive stance this year, providing support for the US dollar.",Strong retail consumption growth underpins tight monetary stance and supports US currency valuation.,3.0,0.0,1.0,1.0,0.0,1.0
Ringgit closes mostly higher against major currencies on strong GDP data,"""Meanwhile, the recent meeting between US President Donald Trump and his Chinese counterpart Xi Jinping appeared cordial, suggesting that trade relations between the two countries remain fairly conducive for now,” he told Bernama.",Cordial US-China summit signals reduced bilateral trade friction and stable external sector conditions.,0.0,0.0,0.0,0.0,0.0,1.0
Ringgit closes mostly higher against major currencies on strong GDP data,"It appreciated against the British pound to 5.2749/2835 from 5.3094/3135, and rose against the euro to 4.5948/6024 from 4.6009/6044 at Thursday’s close.",Currency appreciation lowers import inflation but reduces export competitiveness.,0.0,1.0,0.0,0.0,0.0,2.0
Ringgit closes mostly higher against major currencies on strong GDP data,"However, it slid against the Japanese yen to 2.4927/4968 from 2.4886/4907 previously.",Currency depreciation against the yen directly strains external balance and raises import costs.,0.0,0.0,0.0,0.0,0.0,2.0
Ringgit closes mostly higher against major currencies on strong GDP data,The local currency traded mostly lower against its regional peers.,Currency depreciation against regional peers signals external sector weakness and higher import costs.,0.0,0.0,0.0,0.0,0.0,2.0
Ringgit closes mostly higher against major currencies on strong GDP data,"It rose against the Thai baht to 12.0989/1247 from 12.1506/1652, but eased against the Singapore dollar to 3.0871/0927 from 3.0867/0893, shed against the Indonesian rupiah to 224.5/225.0 from 224.1/224.4 and was lower against the Philippine peso at 6.40/6.41 from 6.37/6.38.",Mixed bilateral currency movements against a basket of regional peers show no net directional macroeconomic signal.,0.0,0.0,0.0,0.0,0.0,3.0
"Country's projected 5.3% GDP growth for Q1 shows resilience amid global pressures, says Anwar","PETALING JAYA: The country’s economy has exceeded expectations for a second consecutive quarter, growing 5.4% in the first quarter of 2026 despite heightened global uncertainties arising from the Middle East conflict, says the Prime Minister.","Strong GDP growth signals positive real activity, but global uncertainties from Middle East conflict strain external sector.",0.0,0.0,1.0,0.0,0.0,2.0
"Country's projected 5.3% GDP growth for Q1 shows resilience amid global pressures, says Anwar",Datuk Seri Anwar Ibrahim said both the Statistics Department of Malaysia's (DOSM) advance estimate and Bloomberg’s median forecast projected Malaysia’s gross domestic product (GDP) growth at 5.3% for the quarter.,Projected GDP growth at 5.3% reflects objective tracking of real economic activity without directional change.,0.0,0.0,3.0,0.0,0.0,0.0
"Country's projected 5.3% GDP growth for Q1 shows resilience amid global pressures, says Anwar","""The sustained momentum reflects the government’s fiscal discipline and steady economic stewardship amid continued global instability,"" he said in a statement on Friday (May 15).",Official statement highlights sustained economic momentum and fiscal discipline despite global headwinds.,0.0,0.0,1.0,0.0,1.0,0.0
"Country's projected 5.3% GDP growth for Q1 shows resilience amid global pressures, says Anwar","Anwar, who is also the Finance Minister, said domestic demand and the external sector remained resilient in the quarter.",Resilient domestic demand and external sector indicate sustained macro stability and positive growth fundamentals.,0.0,0.0,1.0,0.0,0.0,1.0
"Country's projected 5.3% GDP growth for Q1 shows resilience amid global pressures, says Anwar","""Domestic demand expanded by 5.2%, supported by steady household spending amid a buoyant labour market and higher disposable income following the second phase of the Public Service Remuneration System (SSPA), Bantuan Khas Kewangan for civil servants, and continued assistance through Sumbangan Asas Rahmah.","Government fiscal transfers boost household incomes and spending, driving domestic demand expansion and labor market buoyancy.",0.0,0.0,1.0,1.0,1.0,0.0
"Country's projected 5.3% GDP growth for Q1 shows resilience amid global pressures, says Anwar","""Investments in artificial intelligence technologies and data centres also remained strong, supported by facilitative policies and a conducive investment environment,"" he added.",Strong sustained capital spending on industrial AI infrastructure indicates expanding business investment and production capacity.,0.0,0.0,1.0,0.0,1.0,0.0
"Country's projected 5.3% GDP growth for Q1 shows resilience amid global pressures, says Anwar","Anwar said the government’s focus on Madani economic reforms, anchored on pro-growth policies, people-centric programmes and responsible fiscal management, continues to strengthen Malaysia’s momentum.",Public commitment to pro-growth fiscal reforms signals structural expansion across aggregate economic activity and household consumption.,0.0,0.0,1.0,1.0,1.0,0.0
"Country's projected 5.3% GDP growth for Q1 shows resilience amid global pressures, says Anwar","""This approach has helped Malaysia build on the 5.2% growth recorded in 2024 and 2025, to achieve 5.4% growth in the first quarter of 2026.",Accelerating GDP growth trajectory indicates expanding national output and economic strength.,0.0,0.0,1.0,0.0,0.0,0.0
"Country's projected 5.3% GDP growth for Q1 shows resilience amid global pressures, says Anwar","""At the same time, responsible fiscal management has enabled the government to cushion the impact of higher global fuel prices on the rakyat and businesses through measures such as Budi Madani RON95 (Budi95) and enhanced assistance under Budi Diesel, while continuing to support household spending and economic growth,"" he added.","Government fiscal intervention cushions external fuel price inflation, supporting consumption and activity.",0.0,2.0,1.0,1.0,1.0,2.0
"Country's projected 5.3% GDP growth for Q1 shows resilience amid global pressures, says Anwar","Anwar also said that continued job creation has lowered the unemployment rate to 2.9%, the lowest in a decade.","Sustained job creation pushes unemployment to a decade low, indicating strong aggregate labor demand.",0.0,0.0,0.0,1.0,0.0,0.0
"Country's projected 5.3% GDP growth for Q1 shows resilience amid global pressures, says Anwar","""Meanwhile, inflation remained moderate at 1.6% during the quarter.","The inflation print of 1.6% represents a stable, non-disruptive baseline without directional momentum.",0.0,3.0,0.0,0.0,0.0,0.0
"Country's projected 5.3% GDP growth for Q1 shows resilience amid global pressures, says Anwar","These developments have helped support resilient domestic demand,"" he added.",Resilient domestic demand indicates sustained consumer spending and economic output momentum.,0.0,0.0,1.0,1.0,0.0,0.0
"Country's projected 5.3% GDP growth for Q1 shows resilience amid global pressures, says Anwar","The ringgit’s sustained strength as one of Asia’s best-performing currencies, Anwar said, together with the rebound in the FTSE Bursa Malaysia KLCI Index and net foreign direct investment inflows of RM22.8bil in the quarter, reflected renewed confidence in Malaysia’s economy.",Ringgit appreciation and strong FDI inflows signal improved external balance and investor confidence.,0.0,0.0,0.0,0.0,0.0,1.0
"Country's projected 5.3% GDP growth for Q1 shows resilience amid global pressures, says Anwar","""While the Madani Economy has delivered long-overdue reforms in fiscal and economic management, the government remains vigilant about the impact of the Middle East conflict on global demand, supply chains and market stability.",CRITICAL PIPELINE PROCESSING FAILURE: Row flagged for manual review.,0.0,0.0,0.0,0.0,0.0,0.0
"Country's projected 5.3% GDP growth for Q1 shows resilience amid global pressures, says Anwar","""The prolonged conflict poses risks (to Malaysia) through continued disruptions to global supply chains, particularly in higher energy, logistics and input costs.","Global supply chain disruptions from conflict raise energy and logistics costs, harming external trade and inflation.",0.0,2.0,2.0,0.0,0.0,2.0
"Country's projected 5.3% GDP growth for Q1 shows resilience amid global pressures, says Anwar","""If prolonged, these pressures could translate into higher inflation and weigh on domestic demand, business costs and overall growth momentum,"" he added.",Prolonged cost pressures are projected to elevate inflation and suppress demand and growth.,0.0,2.0,2.0,0.0,0.0,0.0
"Country's projected 5.3% GDP growth for Q1 shows resilience amid global pressures, says Anwar","Against this backdrop, Anwar said the government has formalised a crisis management task force under the National Economic Action Council to monitor developments closely and coordinate real-time responses to emerging risks.","Government administrative formation of a monitoring task force is a neutral, reactive organizational measure without macro directional momentum.",0.0,0.0,0.0,0.0,3.0,0.0
"Country's projected 5.3% GDP growth for Q1 shows resilience amid global pressures, says Anwar","As of Thursday (May 14), he said, the government has announced RM15bil in financing support for micro, small and medium enterprises (MSMEs) through micro-financing, business loans and guarantees.",Government financing injection for MSMEs expands fiscal support and bolsters aggregate real sector activity and labor demand.,0.0,0.0,1.0,1.0,1.0,0.0
"Country's projected 5.3% GDP growth for Q1 shows resilience amid global pressures, says Anwar","""Adjustments to targeted fuel subsidies, together with continued support through Budi95 and enhanced assistance under Budi Diesel, are aimed at cushioning the impact of higher global energy prices on eligible households and businesses while supporting broader economic stability.","Elevated global crude prices drive cost-push inflation and trade deficit pressure, while fiscal subsidies support consumption and production.",0.0,2.0,1.0,1.0,1.0,2.0
"Country's projected 5.3% GDP growth for Q1 shows resilience amid global pressures, says Anwar","""These measures are also expected to improve subsidy efficiency, contain escalating fiscal costs, and further reduce leakages through strengthened enforcement against smuggling.",Fiscal containment and anti-smuggling enforcement improve sovereign budget efficiency and trade enforcement.,0.0,0.0,0.0,0.0,1.0,1.0
"Country's projected 5.3% GDP growth for Q1 shows resilience amid global pressures, says Anwar","""Our immediate priority is ensuring economic stability and minimising the external impact of the crisis on the public.",Crisis declaration implies negative external sector shock; mitigation priority confirms adverse conditions.,0.0,0.0,0.0,0.0,0.0,2.0
"Country's projected 5.3% GDP growth for Q1 shows resilience amid global pressures, says Anwar","""At the same time, the government remains committed to staying the course on economic reforms while ensuring that growth translates into tangible outcomes for the public,"" Anwar said.",Government reaffirms commitment to ongoing economic reforms without introducing new directional macro shocks.,0.0,0.0,3.0,0.0,3.0,0.0
Global bonds tumble as flaring inflation spooks investors,"LONDON: The global bond market limped to the end of a bruising week on Friday, as growing evidence of economic damage from the Iran war prompted investors to assume interest rates will rise faster than expected and growth will suffer.","War-induced economic damage triggers expectations of faster rate hikes and lower growth, stressing bond markets.",2.0,0.0,2.0,0.0,0.0,0.0
Global bonds tumble as flaring inflation spooks investors,U.S. Treasury yields hit their highest in around a year as traders anticipated the Federal Reserve may need to hike rates to rein in inflationary pressures stemming from Iran war-fuelled energy shocks.,Rising Treasury yields and anticipated rate hikes signal restrictive monetary policy while energy shocks impose external and inflationary stress.,2.0,2.0,2.0,0.0,0.0,2.0
Global bonds tumble as flaring inflation spooks investors,"Euro zone bonds, including German, Italian and French, came under fire, along with UK gilts, while Japanese bond yields hit record highs.",Rising sovereign yields across multiple regions signal tightening financial conditions and elevated fiscal borrowing costs.,2.0,0.0,0.0,0.0,2.0,0.0
Global bonds tumble as flaring inflation spooks investors,"Italian 10-year bonds were among the worst performers, with yields up 7.4 basis points to around 3.86%, bringing the rise for the week to nearly 14 bps, while benchmark German Bund yields rose almost 6 bps to around 3.11%.",Rising sovereign bond yields signal tighter financing conditions and increased systemic debt market stress.,2.0,0.0,0.0,0.0,0.0,0.0
Global bonds tumble as flaring inflation spooks investors,"Inflation data this week has shown consumers and businesses are starting to see big increases in price pressures as a result of the war, which has pushed up the price of crude by more than 50%.",War-induced crude spike triggers domestic cost-push inflation and external balance of trade deterioration.,0.0,2.0,0.0,0.0,0.0,2.0
Global bonds tumble as flaring inflation spooks investors,"Two-year yields, which are the most sensitive to changes in expectations for inflation and interest rates, have risen most sharply this week, but yields on longer-dated bonds have started to increase as well, reflecting investors' concern about the longer-running impact from a price shock.",Sharp rise in short and long bond yields reflects investor concern over persistent inflation and tighter monetary expectations.,2.0,2.0,0.0,0.0,0.0,0.0
Global bonds tumble as flaring inflation spooks investors,"""Global yields have probably come to the point where they are high enough to hurt sentiment.",Elevated global yields tighten financial conditions and depress economic sentiment and investment outlook.,2.0,0.0,2.0,0.0,0.0,0.0
Global bonds tumble as flaring inflation spooks investors,"Between a resilient global economy powered by AI build-out and elevated energy prices, central banks are probably more worried about inflation,"" DBS senior rates strategist Eugene Leow said.","Elevated energy prices fuel inflation concerns while a resilient economy supports growth, but central bank worry signals tightening bias.",2.0,2.0,1.0,0.0,0.0,2.0
Global bonds tumble as flaring inflation spooks investors,Money markets show traders see a 60% chance of the Fed delivering a rate hike this year.,Expectation of Fed tightening indicates impending contractionary monetary bias affecting credit conditions.,2.0,0.0,0.0,0.0,0.0,0.0
Global bonds tumble as flaring inflation spooks investors,"Before the war, at least two cuts had been priced in.",Historical market pricing of rate cuts provides no current directional momentum for monetary conditions.,3.0,0.0,0.0,0.0,0.0,0.0
Global bonds tumble as flaring inflation spooks investors,"The rates market also shows that just four out of 24 of the world's most influential central banks have any meaningful chance of delivering a rate cut this year, with the vast majority tilted in favour of hikes, according to LSEG data.",Rate hike bias among global central banks signals systemic tightening of monetary conditions.,2.0,0.0,0.0,0.0,0.0,0.0
Global bonds tumble as flaring inflation spooks investors,"""It's not just inflation, but also higher deficits that should be the focus,"" Jefferies strategist Mohit Kumar said.",Rising inflation and larger fiscal deficits signal deteriorating price stability and fiscal health.,0.0,2.0,0.0,0.0,2.0,0.0
Global bonds tumble as flaring inflation spooks investors,"""We are likely to see a number of support measures for fuel subsidies announced in the coming months.""",Government fuel subsidy announcements aim to lower domestic input costs and support aggregate consumption and production levels.,0.0,1.0,1.0,1.0,1.0,0.0
Global bonds tumble as flaring inflation spooks investors,"Kumar said he anticipated a steepening bias in government bond curves, referring to a market dynamic in which longer-dated bond yields rise more quickly than those for shorter maturities.",Anticipated steepening of government yield curve reflects neutral market expectation of interest rate dynamics.,3.0,0.0,0.0,0.0,0.0,0.0
Global bonds tumble as flaring inflation spooks investors,"Ten-year yields across the G7 nations have risen by an average of 15 bps this week, compared with an average rise of 10 bps for two-year G7 debt yields.",Rising G7 bond yields signal tighter financial conditions and increased systemic borrowing costs.,2.0,0.0,0.0,0.0,0.0,0.0
Global bonds tumble as flaring inflation spooks investors,"Benchmark 10-year Treasury notes US10YT=RR were last yielding 4.53%, up 7.3 bps on the day and around their highest since last June.",Factual tracking of benchmark yield increase without causal macro transmission or systemic stress inference.,3.0,0.0,0.0,0.0,0.0,0.0
Global bonds tumble as flaring inflation spooks investors,"In the UK, gilt yields have been on a rollercoaster ride this week, hitting their highest in decades, as pressure mounts on Prime Minister Keir Starmer to resign over his Labour party's hefty losses in local elections, and as challengers emerge.",Surging gilt yields to multi-decade highs indicate severe sovereign bond market stress and escalating fiscal borrowing costs.,2.0,0.0,0.0,0.0,2.0,0.0
Global bonds tumble as flaring inflation spooks investors,"Benchmark 10-year gilts, which have risen by nearly 20 bps this week, were up another 11 bps at 5.099% on Friday, while 10-year Japanese yields were up 7 bps at 2.7%.","Rising benchmark yields indicate tighter financial conditions, but report lacks causal policy or volatility context.",3.0,0.0,0.0,0.0,0.0,0.0
UOB Malaysia enhances financing support for SMEs,KUALA LUMPUR: UOB Malaysia today announced enhanced financing support for small- and medium-sized enterprises (SME) through Bank Negara Malaysia (BNM) SME Stabilisation Relief Facility (SRF).,Central bank facility expansion for SME credit signals systemic monetary accommodation and broad economic support.,1.0,0.0,1.0,1.0,0.0,0.0
UOB Malaysia enhances financing support for SMEs,The facility provides targeted assistance to help businesses strengthen cash flow and sustain operations amid ongoing economic uncertainties.,Targeted liquidity facility cushions business cash flow and operations against systemic stress vectors.,1.0,0.0,1.0,0.0,0.0,0.0
UOB Malaysia enhances financing support for SMEs,"The BNM SME SRF aims to provide timely financial support to SMEs experiencing disruption and financial strain, particularly those affected by external pressures such as the West Asia conflict, which has impacted revenue streams and operational stability for many businesses.",Central bank facility eases credit stress but external conflict strains business operations and trade.,1.0,0.0,2.0,0.0,0.0,2.0
UOB Malaysia enhances financing support for SMEs,"Ms Ng Wei Wei, Chief Executive Officer, UOB Malaysia, said, ""In today’s increasingly uncertain environment, we understand the very real challenges our customers are facing.",Isolated commercial bank commentary on generic customer challenges without systemic macro data or directional signals.,0.0,0.0,0.0,0.0,0.0,0.0
UOB Malaysia enhances financing support for SMEs,"Through facilities like the Bank Negara Malaysia SME Stabilisation Relief Facility, we are working to channel timely, practical support to help businesses manage cash flow pressures, sustain operations and build resilience for the future.",Central bank credit relief for SMEs eases systemic cash flow strains and supports ongoing business activity and employment.,1.0,0.0,1.0,1.0,0.0,0.0
UOB Malaysia enhances financing support for SMEs,The facility is supported by guarantee coverage from either Syarikat Jaminan Pembiayaan Perniagaan Berhad (SJPP) or Credit Guarantee Corporation Malaysia Berhad (CGC).,The statement describes a micro-level financial guarantee facility with no systemic macro implications.,0.0,0.0,0.0,0.0,0.0,0.0
UOB Malaysia enhances financing support for SMEs,Application is now opened to SMEs interested in the BNM SME SRF.,Central bank relief facility opening supports SME lending and economic activity.,1.0,0.0,1.0,1.0,0.0,0.0
UOB Malaysia enhances financing support for SMEs,They can reach out to their UOB Relationship Managers or contact the bank via email at businessbanking.servicecentre@uob.com.my.,Sentence provides a customer service directive without any directional macro-economic signals or systemic data.,0.0,0.0,0.0,0.0,0.0,0.0
UOB Malaysia enhances financing support for SMEs,More information on UOB’s financial relief assistance programme is available at uob.com.my.,An isolated commercial bank micro-product announcement lacks any systemic macroeconomic signal.,0.0,0.0,0.0,0.0,0.0,0.0
"US set to drop criminal fraud case against India’s Gautam Adani, sources say, as deal reached in civil case","WASHINGTON: The US Justice Department is close to dropping criminal fraud charges against Gautam Adani (pic), an Indian billionaire who has promised to invest US$10 billion in the US economy, according to two sources familiar with the matter.","Sentence describes a legal case and an isolated investment promise, not a systemic macroeconomic indicator.",0.0,0.0,0.0,0.0,0.0,0.0
"US set to drop criminal fraud case against India’s Gautam Adani, sources say, as deal reached in civil case","Adani on Thursday resolved a related civil fraud lawsuit brought by the Securities and Exchange Commission (SEC) over an alleged scheme to bribe Indian government officials, subject to court approval.",Corporate litigation resolution lacks aggregate macroeconomic scale or directional force.,0.0,0.0,0.0,0.0,0.0,0.0
"US set to drop criminal fraud case against India’s Gautam Adani, sources say, as deal reached in civil case",Adani Group did not respond to a request for comment from Reuters on the report of the criminal charges being dropped.,Micro-corporate legal event regarding Adani Group does not impact any macro dimension.,0.0,0.0,0.0,0.0,0.0,0.0
"US set to drop criminal fraud case against India’s Gautam Adani, sources say, as deal reached in civil case","It has previously called the allegations ""baseless.""",Statement contains no macroeconomic indicators or relevant domain signals.,0.0,0.0,0.0,0.0,0.0,0.0
"US set to drop criminal fraud case against India’s Gautam Adani, sources say, as deal reached in civil case",Shares of Adani Group companies pared early gains and were mixed on Friday in Indian trading.,Micro-level corporate stock price fluctuations lack systemic macroeconomic directional signals.,0.0,0.0,0.0,0.0,0.0,0.0
"US set to drop criminal fraud case against India’s Gautam Adani, sources say, as deal reached in civil case","Adani Enterprises, the flagship of the group, rose as much as 3.2 per cent in pre-open deals before trimming those gains to 0.8 per cent in morning trade.",Micro-level single-firm stock movement lacks systemic macro-economic relevance.,0.0,0.0,0.0,0.0,0.0,0.0
"US set to drop criminal fraud case against India’s Gautam Adani, sources say, as deal reached in civil case","Adani Green Energy fell 0.08 per cent, Adani Energy Solutions dropped 1.26 per cent.",Individual stock price movements represent isolated micro events without systemic macro transmission.,0.0,0.0,0.0,0.0,0.0,0.0
"US set to drop criminal fraud case against India’s Gautam Adani, sources say, as deal reached in civil case",Adani Ports and Special Economic Zone Limited rose 1.64 per cent.,Isolated micro-level stock movement lacks any systemic macroeconomic transmission or directional signal.,0.0,0.0,0.0,0.0,0.0,0.0
"US set to drop criminal fraud case against India’s Gautam Adani, sources say, as deal reached in civil case","The possible dismissal of the criminal charges comes after Adani's lawyer, Robert Giuffra, who is also a personal attorney of US President Donald Trump, told Justice Department officials in a presentation last month that Adani could not make its investment while the case was proceeding, one of the sources said.",Specific corporate legal case; no systemic macro signals for any dimension.,0.0,0.0,0.0,0.0,0.0,0.0
"US set to drop criminal fraud case against India’s Gautam Adani, sources say, as deal reached in civil case","Adani had publicly promised to invest the $10 billion and create 15,000 jobs in the US after Trump's victory in the 2024 election.",Isolated corporate pledge lacks systemic macro aggregate signal for any domain.,0.0,0.0,0.0,0.0,0.0,0.0
"US set to drop criminal fraud case against India’s Gautam Adani, sources say, as deal reached in civil case","Giuffra spent the bulk of his 100-page presentation arguing the case was weak because it did not have proper jurisdiction and lacked evidence, said the source, who spoke on condition of anonymity.",Text describes a legal argument with no macroeconomic content or economic indicators.,0.0,0.0,0.0,0.0,0.0,0.0
"US set to drop criminal fraud case against India’s Gautam Adani, sources say, as deal reached in civil case",Giuffra made a similar argument in court filings in the parallel SEC case last month.,The statement refers to legal proceedings and lacks any macroeconomic dimensions or signals.,0.0,0.0,0.0,0.0,0.0,0.0
"US set to drop criminal fraud case against India’s Gautam Adani, sources say, as deal reached in civil case","Some prosecutors made clear that the US$10 billion investment would not affect the case, one of the sources said.",The text discusses a legal case statement with no macroeconomic transmission to systemic activity or policy domains.,0.0,0.0,0.0,0.0,0.0,0.0
"US set to drop criminal fraud case against India’s Gautam Adani, sources say, as deal reached in civil case",It's unclear if others saw it differently.,The sentence contains no macroeconomic indicators or directional signals.,0.0,0.0,0.0,0.0,0.0,0.0
"US set to drop criminal fraud case against India’s Gautam Adani, sources say, as deal reached in civil case",The Justice Department did not immediately respond to a request for comment.,The statement contains no macroeconomic indicators or economic transmission links.,0.0,0.0,0.0,0.0,0.0,0.0
"US set to drop criminal fraud case against India’s Gautam Adani, sources say, as deal reached in civil case","It is the latest example of Trump's Justice Department seeking to abandon a high-profile criminal case brought by federal prosecutors during the tenure of his Democratic predecessor, Joe Biden.","The statement describes a legal prosecution decision, lacking any macroeconomic or financial sector relevance.",0.0,0.0,0.0,0.0,0.0,0.0
"US set to drop criminal fraud case against India’s Gautam Adani, sources say, as deal reached in civil case",Federal prosecutors had charged Adani in November 2024 over an alleged scheme in which they said he agreed to pay about US$265 million in bribes to Indian government officials so his company could win approval to develop India's largest solar power plant.,"Isolated commercial bribery allegation on a single firm, with no systemic macro-economic transmission vector.",0.0,0.0,0.0,0.0,0.0,0.0
"US set to drop criminal fraud case against India’s Gautam Adani, sources say, as deal reached in civil case","Adani and his alleged co-conspirators raised more than US$3 billion in loans and bonds by hiding their corruption from lenders and investors, prosecutors said.",Isolated corporate fraud at a single conglomerate does not indicate systemic national macro risk.,0.0,0.0,0.0,0.0,0.0,0.0
"US set to drop criminal fraud case against India’s Gautam Adani, sources say, as deal reached in civil case",The Adani Group has consistently denied any wrongdoing.,Micro-level corporate denial lacks any systemic national economic or policy transmission vector.,0.0,0.0,0.0,0.0,0.0,0.0
"US set to drop criminal fraud case against India’s Gautam Adani, sources say, as deal reached in civil case","Related civil fraud case resolved Adani also faced a related SEC civil fraud lawsuit, which the securities regulator settled on Thursday subject to court approval, court records showed.",A micro-level corporate legal settlement with no transmission to national systemic economic dimensions.,0.0,0.0,0.0,0.0,0.0,0.0
"US set to drop criminal fraud case against India’s Gautam Adani, sources say, as deal reached in civil case","Sagar Adani, his nephew, was also facing the SEC civil claims.","Isolated micro-level legal event targeting an individual, lacking systemic national macroeconomic signals.",0.0,0.0,0.0,0.0,0.0,0.0
"US set to drop criminal fraud case against India’s Gautam Adani, sources say, as deal reached in civil case","Adani and his nephew would pay civil penalties of US$18 million, though neither would admit or deny any wrongdoing, the court records showed.",A corporate legal settlement with no systemic macro implication for national economic aggregates.,0.0,0.0,0.0,0.0,0.0,0.0
"US set to drop criminal fraud case against India’s Gautam Adani, sources say, as deal reached in civil case","Adani Green Energy said in a statement the two men and the SEC had filed with a New York court for the entry of a final judgement, which was now being awaited.",A micro-level corporate legal filing with no systemic macro impact across any of the six domains.,0.0,0.0,0.0,0.0,0.0,0.0
"US set to drop criminal fraud case against India’s Gautam Adani, sources say, as deal reached in civil case",The Adanis' lawyers last month said their clients disputed there was any credible evidence supporting ​the bribery scheme alleged by the SEC.,Corporate legal dispute between a specific conglomerate and a US regulator lacks any systemic macroeconomic transmission signal.,0.0,0.0,0.0,0.0,0.0,0.0
"US set to drop criminal fraud case against India’s Gautam Adani, sources say, as deal reached in civil case","They also called the SEC claims ""impermissibly extraterritorial,"" and said the bonds were never traded on a US exchange.",This legal dispute regarding SEC jurisdiction has no systemic macroeconomic implications or directional signals.,0.0,0.0,0.0,0.0,0.0,0.0
"US set to drop criminal fraud case against India’s Gautam Adani, sources say, as deal reached in civil case","While the dropping of charges in the US would remove a major overhang from the Adani Group, Indian regulators are yet to close or rule on at least nine allegations that Adani Group and its offshore funds broke securities regulations, according to two sources with direct knowledge of the matter.",Firm-specific corporate legal and regulatory investigation details lack any direct systemic national macroeconomic transmission or directional movement.,0.0,0.0,0.0,0.0,0.0,0.0
"US set to drop criminal fraud case against India’s Gautam Adani, sources say, as deal reached in civil case",The sources spoke on condition of anonymity as they were not permitted to speak to media.,This statement describes journalistic anonymity and is entirely unrelated to any macroeconomic dimension or indicator.,0.0,0.0,0.0,0.0,0.0,0.0
"US set to drop criminal fraud case against India’s Gautam Adani, sources say, as deal reached in civil case",The Securities and Exchange Board of India (SEBI) declined to comment.,The statement is a non-response from a regulator providing no directional economic data.,0.0,0.0,0.0,0.0,0.0,0.0
